trip_distance,trip_duration,fare_amount
11.427456574619171,29.630026697538476,40.669926498007584
14.58859796107597,37.82648783163211,51.09043983796799
12.452504145361234,32.28785232032772,44.04893445088633
11.35278047694104,29.436400517169925,40.42376121246704
9.04944118743919,23.464117516505485,32.83094113313112
13.271988148266466,34.412676223681466,46.75031440837367
9.314157013991158,24.150493960535613,33.70356100825012
17.943687014859517,46.52583204590128,62.150290052669675
19.309592449519556,50.06746129918406,66.65291554863114
8.285388857689776,21.483021304853853,30.31228836780648
16.042775723570628,41.59699666221319,55.88404977824786
11.049003475305184,28.64874312291126,39.422378512066
11.792846660784713,30.577439443096136,41.87441304311749
18.58633612756056,48.19214425125884,64.26874438075055
2.349685105759852,6.092452153273058,10.745596288156232
2.6554566943292732,6.885281272640124,11.753554024978609
1.3841495513661886,3.5889340635479807,7.562766134506368
16.819777065410822,43.61166811184111,58.4453881867422
15.784978268047158,40.9285587259288,55.034235899058714
17.530230816689564,45.45378962683423,60.78735644679624
19.593748502422518,50.8042439225792,67.58961896613464
16.18401272011775,41.96320728406461,56.3496290822678
9.768107882805705,25.327534212188816,35.199982871705814
15.830054349442653,41.04543560806331,55.18282650291697
3.247214091509731,8.419637352878143,13.704246859458532
13.158499405222953,34.11841350088819,46.37620556089
3.723712460771882,9.655140573597368,15.274995208342448
18.948709423942095,49.13173482210445,65.46328625893642
10.915118113251362,28.301594409095507,38.98103343105048
8.878576859819947,23.021086772441265,32.26769710586053
6.026556629987913,15.626139786641039,22.866183153296344
15.710440099250116,40.7352901786348,54.78852528781763
9.666856312114422,25.065001012157786,34.86621313030774
11.800245028504321,30.59662252479229,41.89880131940479
1.3570062082907477,3.5185546248046258,7.473289728983808
12.735074444441665,33.0205232739221,44.98041052584438
12.629818731726006,32.74760781303466,44.63344136996935
12.721745940620382,32.98596405932487,44.9364739109032
18.93121349177786,49.086369964776885,65.40561196594416
13.954585682966185,36.18256990428823,49.00045631807649
7.830650110901934,20.30393817994791,28.813269311777823
9.303607122187488,24.123139354219,33.668783921484476
14.254992722618033,36.96148939060527,49.9907301405387
2.144283960956127,5.559871577315615,10.068503710570061
13.668567593467685,35.44095924294105,48.057614808405894
13.742119522745028,35.63167058924216,48.30007434011114
4.997268660402977,12.957319317351862,19.473196979481884
3.4495996554422126,8.944398888689593,14.371398755229222
6.993138667559493,18.13237128195184,26.052462976094905
7.910504647909829,20.510991433488044,29.07650501256368
11.833738637939714,30.68346744389457,42.00921099782671
9.333428755784087,24.200463279614087,33.76708915137522
19.779102923125297,51.28484574312151,68.20062871781136
2.9388514042125333,7.6200898247401785,12.687747720795155
4.9686583658018595,12.883136248939389,19.378884856073412
4.064880839814929,10.539749332632473,16.399636345946096
13.40905818384257,34.768082414642016,47.20215757500615
5.81254044825586,15.071221451400087,22.160691622211765
9.85990468426982,25.565552327625934,35.502585532352605
5.644086248030452,14.634439879105406,21.605392435613606
4.0204220892648745,10.424473115467656,16.253080736263577
3.0971276821217977,8.030481263063786,13.209495995775487
13.470262199840196,34.926777100214835,47.40391294978781
3.6254760756236624,9.40042538867369,14.95116484558417
4.735064871921017,12.277456287272912,18.60885788747849
8.005778242558318,20.75802445737851,29.39056871380589
16.598871367110767,43.03888608501577,57.71718577672942
2.8449242400681642,7.376547933939821,12.37812244710624
16.920953242477275,43.87400582522978,58.778909397569436
2.8258697499852983,7.327141922534162,12.315310461237676
